obs,year_pub,ref,full_ref,ch_reg,lat,long,yr_start,yr_end,duration,category,code,sgnfcnt,change,air_t,sst,prec,ao,nao,enso,land,location
2322,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.11,-110.71,1953,1994,41,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-110.71 42.11)
2323,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.87,-107.06,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-107.06 41.87)
2324,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.54,-105.56,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-105.56 36.54)
2325,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.28,-112.57,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-112.57 38.28)
2326,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.3,-105.58,1953,1994,41,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-105.58 36.3)
2327,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.17,-106.39,1948,1992,44,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-106.39 39.17)
2328,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.3,-107.23,1948,1990,42,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-107.23 38.3)
2329,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,35.71,-105.68,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-105.68 35.71)
2330,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.66,-106.85,1948,1990,42,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-106.85 38.66)
2331,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.94,-106.34,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-106.34 40.94)
2332,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.72,-108.2,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-108.2 36.72)
2333,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.64,-108.06,1952,1992,40,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-108.06 37.64)
2334,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.62,-112.09,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-112.09 42.62)
2335,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,35.97,-105.9,1948,1994,46,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-105.9 35.97)
2336,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.52,-106.94,1948,1990,42,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-106.94 38.52)
2337,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,35.66,-106.74,1950,1994,44,hydrology,2,0,2,2,2,2,2,2,2,2,POINT(-106.74 35.66)
2338,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.12,-114.14,1968,1981,13,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-114.14 48.12)
2339,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.35,-105.04,1968,1989,21,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-105.04 40.35)
2340,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.43,-118.38,1969,1986,17,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-118.38 45.43)
2341,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.56,-122.58,1969,1994,25,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-122.58 46.56)
2342,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.25,-121.44,1968,1994,26,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-121.44 47.25)
2343,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.52,-123.58,1968,1985,17,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-123.58 41.52)
2344,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.37,-111.58,1970,1994,24,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.58 48.37)
2345,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.27,-120.31,1969,1990,21,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-120.31 41.27)
2346,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.27,-105.56,1968,1983,15,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-105.56 48.27)
2347,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.16,-122.5,1971,1994,23,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-122.5 42.16)
2348,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.09,-104.44,1968,1988,20,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-104.44 46.09)
2349,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.41,-111.46,1970,1989,19,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.46 43.41)
2350,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46,-120.18,1968,1989,21,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-120.18 46)
2351,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.2,-114.04,1968,1993,25,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-114.04 46.2)
2352,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.18,-107.22,1968,1987,19,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-107.22 45.18)
2353,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.32,-122.33,1968,1988,20,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-122.33 42.32)
2354,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.15,-111.02,1968,1987,19,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-111.02 42.15)
2355,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.17,-111.55,1968,1987,19,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.55 48.17)
2356,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.17,-102.11,1969,1991,22,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-102.11 37.17)
2357,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.36,-121.41,1968,1986,18,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-121.41 36.36)
2358,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.4,-111.03,1968,1994,26,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.03 45.4)
2359,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.3,-108.23,1970,1989,19,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-108.23 39.3)
2360,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.36,-106.16,1968,1992,24,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-106.16 45.36)
2361,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.11,-107.57,1968,1986,18,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-107.57 44.11)
2362,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.09,-123.12,1968,1986,18,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-123.12 39.09)
2363,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,35.07,-103.2,1968,1988,20,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-103.2 35.07)
2364,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.53,-121.47,1968,1985,17,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-121.47 37.53)
2365,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.21,-122.47,1968,1986,18,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-122.47 44.21)
2366,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.18,-122.56,1969,1994,25,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-122.56 42.18)
2367,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.55,-111.24,1968,1993,25,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.24 40.55)
2368,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,33.25,-108.07,1968,1992,24,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-108.07 33.25)
2369,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.58,-111.53,1968,1989,21,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.53 40.58)
2370,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.07,-119.41,1969,1993,24,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-119.41 44.07)
2371,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.35,-105.04,1968,1984,16,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-105.04 40.35)
2372,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.27,-105.3,1968,1988,20,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-105.3 41.27)
2373,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.3,-110.2,1968,1994,26,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-110.2 46.3)
2374,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.31,-111.53,1968,1994,26,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.53 38.31)
2375,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.11,-120.21,1968,1994,26,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-120.21 42.11)
2376,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.19,-120.29,1969,1991,22,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-120.29 37.19)
2377,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.07,-111.55,1968,1988,20,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-111.55 41.07)
2378,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.29,-104.27,1968,1991,23,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-104.27 48.29)
2379,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.28,-111.27,1968,1994,26,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-111.27 46.28)
2380,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.04,-121.2,1969,1991,22,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-121.2 44.04)
2381,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.18,-109.13,1969,1994,25,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-109.13 38.18)
2382,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.41,-121.52,1968,1993,25,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-121.52 40.41)
2383,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.01,-123.07,1969,1990,21,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-123.07 39.01)
2384,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.53,-105.59,1969,1994,25,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-105.59 46.53)
2385,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.21,-105.37,1967,1981,14,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-105.37 41.21)
2386,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,35.26,-108.09,1970,1989,19,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-108.09 35.26)
2387,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.1,-112.47,1969,1985,16,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-112.47 46.1)
2388,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.14,-107.17,1968,1991,23,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-107.17 45.14)
2389,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.22,-110.36,1968,1992,24,terrestial biological systems ,5,0,1,2,2,2,2,2,2,2,POINT(-110.36 46.22)
2390,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,34.45,-106.04,1968,1994,26,terrestial biological systems ,5,1,1,2,2,2,2,2,2,2,POINT(-106.04 34.45)
